web-scraper-start-url,ScapperProdcutId,Cat,ProductName,ProductStock,ProductBasePrice,ProductSalePrice,ProductShortDescription
"https://www.wootware.co.za/sale","ASUS 90NB0YT2-M002K0 Vivobook Pro 15X M6501 AMD Ryzen 9 6900HX 4.90GHz 8-Core 15.6"" Full HD (1920x1080) 144Hz IPS Anti-Glare 32GB (16GB On-Board, 1x16GB) DDR5-4800MT/s NVIDIA GeForce RTX 3060 6GB GDDR6 1TB M.2 NVMe SSD Windows 11 Home Black Notebook","Notebooks","ASUS 90NB0YT2-M002K0 Vivobook Pro 15X M6501 AMD Ryzen 9 6900HX 4.90GHz 8-Core 15.6"" Full HD (1920x1080) 144Hz IPS Anti-Glare 32GB (16GB On-Board, 1x16GB) DDR5-4800MT/s NVIDIA GeForce RTX 3060 6GB GDDR6 1TB M.2 NVMe SSD Windows 11 Home Black Notebook","In stock with Wootware","R33,499.00","R29,499.00","- AMD Ryzen 9 6900HX 3.30GHz Processor (16MB L3)

- Up to 4.90GHz Boost Clock

- 8 Cores, 16 Threads

- AMD Radeon Vega 8 Graphics with NVIDIA Optimus

- 15.6"" Full HD (1920x1080) 144Hz IPS Anti-Glare Display

- PANTONE Validation, TÜV Rheinland-certified Low Blue Light, Dolby Vision

- 32GB (1x16GB On-Board, 1x16GB SO-DIMM) DDR5-4800MT/s Memory

- NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics

- NVIDIA Studio & GeForce Drivers

- NVIDIA DLSS 2.0

- Real-Time Ray Tracing Technology

- 1TB M.2 2280 PCIe 3.0 x4 NVMe SSD

- 1x USB 40Gb/s Type-C Port with DisplayPort & 100W Power Delivery

- 1x USB 10Gb/s Type-C Port with DisplayPort & 100W Power Delivery

- 1x USB 10Gb/s Type-A Port, 1x USB 5GB/s Type-A Port

- 1x MicroSD Express 7.1 Card Reader

- 1x HDMI 2.1 (FRL) Port, 1x 3.5mm Combination Audio Jack

- Gigabit Ethernet RJ-45 LAN Port

- WiFi 6E 2x2 MIMO Dual-Band Adapter, Bluetooth 5.2

- 1080P Full HD Webcam with Privacy Shutter, Dual Array Microphones

- 76Whr Integrated 4-Cell Li-Ion Battery with Fast Charging

- Full-Sized White LED Backlit ErgoSense Keyboard

- Windows Hello Compatible Fingerprint Reader

- Colour: Black

- Windows 11 Home 64-bit

- ASUS IceCool Pro Dual-Fan Thermal Solution

- ASUS Antibacterial Guard

- ASUS Creator Hub

- 1 Year Warranty"
"https://www.wootware.co.za/sale","Samsung LS24R35AFHMXUE SR24R 23.8"" Full HD(1920x1080) 75Hz 5ms IPS Freesync Desktop Monitor","Monitors","Samsung LS24R35AFHMXUE SR24R 23.8"" Full HD(1920x1080) 75Hz 5ms IPS Freesync Desktop Monitor","In stock with Wootware","R3,299.00","R2,599.00","- 23.8"" IPS Panel Technology

- Full HD (1920x1080) Resolution

- 5ms Response Time

- 75Hz Refresh Rate

- AMD Freesync

- Game Mode

- 250 cd/m² Brightness

- 1x HDMI 1.4, 1x VGA

- Eye Saver Mode

- Flicker-Free

- 1 Year Warranty"
"https://www.wootware.co.za/sale","Sabrent SB-ROCKET-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 3.0 Solid State Drive","SSDs","Sabrent SB-ROCKET-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 3.0 Solid State Drive","In stock with Wootware","R3,179.00","R1,999.00","- 1TB Drive Capacity

- M.2 (2280) Form Factor

- PCIe Gen3 x 4 Interface

- Sequential Read Speed: Up to 3,400 MB/s

- Sequential Write Speed: Up to 3,000 MB/s

- Flash Memory: 3D TLC NAND

- MTBF: 1,800,000 Hours

- Includes Free Sabrent Acronis True Image For Cloning, Backup and Recovery

- 5 Year Warranty or 1,665TBW (Free and Fast Online Registration Required)"
"https://www.wootware.co.za/sale","Fractal Design FD-C-FOC2A-03 Focus 2 RGB Black Tempered Glass Clear Tint Steel ATX Mid Tower Desktop Chassis","Chassis","Fractal Design FD-C-FOC2A-03 Focus 2 RGB Black Tempered Glass Clear Tint Steel ATX Mid Tower Desktop Chassis","Stock Coming Soon","R2,049.00","R1,629.00","- Innovative Interior Layout For Optimal Airflow

- Steel Chassis

- Clear Tint Tempered Glass

- Mid Tower Form Factor

- Colour: Black

- Supports ATX, Micro-ATX, Mini-ITX Motherboards

- 2x Dedicated 3.5"", 2x Dedicated 2.5"" Drive Mounts Included, 6 Positions Total

- 2x USB 3.0 Type-A

- Audio I/O, Power Button, Reset Button

- Radiator Maximum Supported Length: Up To 360 mm (Front)

- CPU Cooler Clearance: 170 mm

- Maximum GPU Length: Up to 405 mm

- Intuitive Cable Management Options

- Front Mesh Acts As A Dust Filter - Allowing High Airflow

- 2x Aspect 14 RGB Fans Included

- Built-In RGB Controller

- SSD Quick Clips Behind Motherboard Panel For Fast Installation

- HDD Mounting Directly On Motherboard Panel

- 2 Year Warranty"
"https://www.wootware.co.za/sale","XFX Radeon RX 6600 Speedster SWFT 210 Core RX-66XL8LFDQ 8GB GDDR6 128-bit PCI-E 4.0 Desktop Graphics Card","GPUs","XFX Radeon RX 6600 Speedster SWFT 210 Core RX-66XL8LFDQ 8GB GDDR6 128-bit PCI-E 4.0 Desktop Graphics Card","In stock with Wootware","R9,299.00","R5,999.00","- Base Clock: Up to 1626 MHz

- Game Clock: Up to 2044 MHz

- Boost Clock: Up to 2491 MHz

- Stream Processors: 1792

- Infinity Cache: 32MB

- Memory: 8GB GDDR6

- Memory Clock: 14Gbps

- AMD RDNA 2 Architecture

- 7nm GPU

- PCI-E Gen 4.0

- 3x DisplayPort 1.4, 1x HDMI 2.1

- Radeon FreeSync Technology

- Radeon VR Ready Premium

- Premium Quality Backplate

- Dual Fan Cooler

- 2 Year Warranty"
"https://www.wootware.co.za/sale","Standard 1.8m Figure 8 Dedicated Red Plug Power Cord","Other","Standard 1.8m Figure 8 Dedicated Red Plug Power Cord","In stock with Wootware","R109.00","R79.00","- 1.8m Figure 8 Power Cord

- Dedicated Red Plug"
"https://www.wootware.co.za/sale","G.Skill F5-6000J3636F16GX2-TZ5RS Trident Z5 RGB 32GB (2 x 16GB) DDR5-6000MHz CL36 1.35V Silver Desktop Memory","Memory","G.Skill F5-6000J3636F16GX2-TZ5RS Trident Z5 RGB 32GB (2 x 16GB) DDR5-6000MHz CL36 1.35V Silver Desktop Memory","In stock with Wootware","R3,679.00","R3,349.00","- 32GB (2 x 16GB)

- DDR5-6000MHz

- 1.35V

- CL36

- 288-pin DIMM

- Intel eXtreme Memory Profile 3.0

- Dual Channel Kit

- Extreme Performance DDR5

-  Hand screened IC's

- Customizable RGB lighting support

- Optimised for Intel Z690 and 12th Gen CPU's

- Limited Lifetime Warranty

View the Qualified Vendors List for this product Here"
"https://www.wootware.co.za/sale","Fractal Design FD-C-POR1M-01 Pop Mini Air RGB White Tempered Glass Clear Tint Steel Micro-ATX Mid Tower Desktop Chassis","Chassis","Fractal Design FD-C-POR1M-01 Pop Mini Air RGB White Tempered Glass Clear Tint Steel Micro-ATX Mid Tower Desktop Chassis","Stock Coming Soon","R2,099.00","R1,729.00","- Unique Hexagonal Mesh Design

- Steel Chassis

- Clear Tint Tempered Glass

- Mid Tower Form Factor

- Colour: White

- Supports Micro-ATX, Mini-ITX Motherboards

- 2x Universal 3.5""/2.5"", 2x Dedicated 2.5"" Drive Bays Included, 4 Positions Supported Total

- 2x 5.25"" Half-Length Drive Bays

- 2x USB 3.0 Type-A

- Audio I/O, Power Button, Reset Button, RGB Button

- Radiator Maximum Supported Length: Up To 240mm (Front)

- CPU Cooler Clearance: 170mm

- Maximum GPU Length: Up to 365mm

- Versatile Interior

- Superior Airflow By Design

- 3x Aspect 12 RGB Fans Included

- Built-In RGB Controller

- 2 Year Warranty"
"https://www.wootware.co.za/sale","Palit GeForce RTX 3060 Dual NE63060019K9-190AD 12GB GDDR6 192-bit PCI-E 4.0 Desktop Graphics Card (Lite Hash Rate)","GPUs","Palit GeForce RTX 3060 Dual NE63060019K9-190AD 12GB GDDR6 192-bit PCI-E 4.0 Desktop Graphics Card (Lite Hash Rate)","Stock Coming Soon","R10,999.00","R7,149.00","- Base Clock: 1320 MHz

- Boost Clock: 1777 MHz

- CUDA Cores: 3584

- 2nd Gen Ray Tracing Cores

- 3rd Gen Tensor Cores

- Memory: 12GB GDDR6

- Memory Clock: 15Gbps

- NVIDIA Ampere Architecture

- Real-Time Ray Tracing Technology

- NVIDIA DLSS Ground-breaking AI Rendering Technology

- 3x DisplayPort 1.4a, 1x HDMI 2.1

- Multi-Display Capability: 4 Displays

- Maximum Digital Resolution: 7680x4320

- Copper Base

- RGB Lighting

- DrMOS Technology

- 0-dB Technology

- 3 Year Warranty"
"https://www.wootware.co.za/sale","Magnium Gear MG-NE620Q_DWT02 Neo Qube 2 White Tempered Glass Steel E-ATX Mid Tower Desktop Chassis","Chassis","Magnium Gear MG-NE620Q_DWT02 Neo Qube 2 White Tempered Glass Steel E-ATX Mid Tower Desktop Chassis","Stock Coming Soon","R2,929.00","R2,279.00","- Dual Chamber Design

- Steel Chassis

- Tempered Glass Side Panels

- Mid Tower Form Factor

- Colour: White

- Supports E-ATX, ATX, Micro-ATX, Mini-ITX Motherboards

- 2x 3.5"", 5x 2.5"" Drive Bays Supported

- 1x USB 3.1 Gen 2 Type-C, 2x USB 3.0 Type-A

- D-RGB Mode Button, D-RGB Colour Button

- Power Button, Reset Button

- Headphone Jack, Mic Jack

- Radiator Maximum Supported Length: Up To 360mm (Side, Top, Bottom)

- CPU Cooler Clearance: 148mm

- Maximum GPU Length: 410mm

- Dual System Support (*Single Power Supply)

- Triple 360mm Radiator Support

- Integrated & Expandable D-RGB Lighting

- 2x 3.5"" HDD Brackets Included

- 5x 2.5"" SSD Brackets Included

- 5 Year Warranty"
"https://www.wootware.co.za/sale","Western Digital WDS500G3B0C WD Blue SN570 500GB M.2 2280 NVMe PCIe 3.0 Solid State Drive","SSDs","Western Digital WDS500G3B0C WD Blue SN570 500GB M.2 2280 NVMe PCIe 3.0 Solid State Drive","Stock Coming Soon","R1,299.00","R799.00","- 500GB Drive Capacity

- M.2 2280 Form Factor

- PCIe 3.0 Interface

- Endurance: 300 TBW

- Sequential Read Speed: Up to 3,500 MB/s

- Sequential Write Speed: Up to 2,300 MB/s

- Random 4KB Read: Up to 360,000 IOPS

- Random 4KB Write: Up to 390,000 IOPS

- 3D TLC NAND Flash

- 5 Year Warranty"
"https://www.wootware.co.za/sale","Zotac GeForce RTX 4080 Trinity OC ZT-D40810J-10P 16GB GDDR6X 256-bit PCI-E 4.0 Desktop Graphics Card","GPUs","Zotac GeForce RTX 4080 Trinity OC ZT-D40810J-10P 16GB GDDR6X 256-bit PCI-E 4.0 Desktop Graphics Card","In stock with Wootware","R31,499.00","R26,499.00","- Base Clock: 2205MHz

- Boost Clock: 2520MHz

- CUDA Cores: 9728

- 3rd Gen Ray Tracing Cores

- 4th Gen Tensor Cores

- NVIDIA Optical Flow Accelerator Technology

- Memory: 16GB GDDR6X

- Memory Clock: 23Gbps

- NVIDIA Ada Lovelace Architecture (Ada)

- Real-Time Ray Tracing Technology

- NVIDIA DLSS 3.0 Super Resolution AI Rendering Technology

- PCIe 5.0 12VHPWR Ready

- 3x DisplayPort 1.4a, 1x HDMI 2.1

- Multi-Display Capability: 4 Displays

- Maximum Digital Resolution: 7680x4320 @ 60Hz

- NVIDIA GeForce Game Ready & Studio Drivers

- NVIDIA G-Sync Premium

- NVIDIA Reflex

- NVIDIA Broadcast

- NVIDIA AV1 Encoder

- NVIDIA Omniverse 3D Design

- NVIDIA Canvas

- AIR Optimised Design

- IceStorm 2.0 Advanced Cooling

- SPECTRA 2.0 RGB Lighting

- Dual BIOS

- ZOTAC GAMING FireStorm Utility

- 3 Year Warranty"
"https://www.wootware.co.za/sale","DeepCool R-AK620-BKNNMT-G AK620 120mm Dual Tower CPU Air Cooler","CPU Coolers","DeepCool R-AK620-BKNNMT-G AK620 120mm Dual Tower CPU Air Cooler","In stock with Wootware","R1,499.00","R1,299.00","- 120mm Dual Tower CPU Air Cooler

- 6x Heatpipe Design with Dense Fin Stack

- 2x DeepCool Fluid Dynamic Bearing Fans

- Stylish Heatsink Covers

- Flexible Push-Pull Fan Configuration

- 260W Maximum Heat Dissipation

- Fan Speed: 500~1850 RPM±10%

- Fan Static Pressure: Up to 2.19 mmH2O

- Case Clearance: 160mm

- RAM Clearance: 47mm (Dual Fans)

- Aluminium Construction with Nickel Plating

- Colour: Black & Silver

- Intel Socket Support: LGA1700, LGA1200, LGA1366, LGA115x, LGA2066, LGA2011-V3, LGA2011

- AMD Socket Support: Socket AM5, AM4, AM3

- 3 Year Warranty"
"https://www.wootware.co.za/sale","XFX Radeon RX 6650 XT Black SPEEDSTER MERC 308 RX-665X8TBDY 8GB GDDR6 128-bit PCIe 4.0 Desktop Graphics Card","GPUs","XFX Radeon RX 6650 XT Black SPEEDSTER MERC 308 RX-665X8TBDY 8GB GDDR6 128-bit PCIe 4.0 Desktop Graphics Card","In stock with Wootware","R8,799.00","R7,449.00","- Base Clock: Up to 2191MHz

- Game Clock: Up to 2523MHz

- Boost Clock: Up to 2694MHz

- Stream Processors: 2048

- Infinity Cache: 32MB

- Memory: 8GB GDDR6

- Memory Clock: 17.5Gbps

- AMD RDNA 2 Architecture

- 7nm GPU

- PCIe 4.0 x8

- 3x DisplayPort 1.4, 1x HDMI 2.1

- Radeon FreeSync Technology

- Radeon VR Ready Premium

- AMD FidelityFX Super Resolution

- AMD Radeon Super Resolution

- Hardware-Accelerated Ray Tracing

- Premium Quality Backplate

- Triple Fan Cooler

- 2 Year Warranty"
"https://www.wootware.co.za/sale","ASUS X409FA-I78512G0T X409FA Intel Core i7-8565U 4.60GHz 4-Core 14"" HD (1366x768) TN Anti-Glare 8GB (4GB On-board, 4GB SO-DIMM) DDR4-2400MHz 512GB M.2 NVMe SSD Windows 10 Home Grey Notebook - 6 Month Warranty","Notebooks","ASUS X409FA-I78512G0T X409FA Intel Core i7-8565U 4.60GHz 4-Core 14"" HD (1366x768) TN Anti-Glare 8GB (4GB On-board, 4GB SO-DIMM) DDR4-2400MHz 512GB M.2 NVMe SSD Windows 10 Home Grey Notebook - 6 Month Warranty","In stock with Wootware","R13,475.00","R9,565.00","- Intel Core i7-8565U 1.80GHz Processor (8MB Smart Cache)

- Up to 4.60GHz Boost Clock

- 4 Cores, 8 Threads

- Intel UHD Graphics

- 14"" HD (1366x768) TN 60Hz Anti-Glare Display

- 8GB (4GB On-board, 4GB SO-DIMM) DDR4-2400MHz Memory

- 1x 512GB M.2 2280 PCIe 3.0 x4 NVMe SSD

- 1x USB 3.2 Gen 1 5Gbps Type-A, 2x USB 2.0 Type-A

- 1x USB 3.2 Gen 1 5Gbps Type-C

- 1x HDMI 1.4b, 1x 3.5mm Combination Audio Jack

- 1x Micro SD Card Reader

- WiFi 5 802.11ac Dual-band Adapter, Bluetooth 4.1

- 0.3MP VGA Webcam

- Colour: Slate Grey

- Windows 10 Home 64-bit

- Free Upgrade to Windows 11 Home via Windows Update

- 6 Month Warranty"
"https://www.wootware.co.za/sale","Sabrent SB-ROCKET-NVMe4-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 4.0 Solid State Drive","SSDs","Sabrent SB-ROCKET-NVMe4-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 4.0 Solid State Drive","In stock with Wootware","R2,449.00","R1,999.00","- 1TB Drive Capacity

- M.2 (2280) Form Factor

- PCIe Gen4 x4 Interface

- Sequential Read Speed: Up to 5,000 MB/s

- Sequential Write Speed: Up to 4,400 MB/s

- Flash Memory: 3D BiCS4 NAND

- MTBF: 1,700,000 Hours

- Includes Free Sabrent Acronis True Image For Cloning, Backup and Recovery

- 5 Year Warranty or 1,800TBW (Free and Fast Online Registration Required)"
"https://www.wootware.co.za/sale","Mushkin MKNSSDEL1TB Element 1TB 2.5"" SATA 3.0 6Gb/s Solid State Drive","SSDs","Mushkin MKNSSDEL1TB Element 1TB 2.5"" SATA 3.0 6Gb/s Solid State Drive","In stock with Wootware","R1,729.00","R1,149.00","- 1TB Storage Capacity

- 2.5"""" Form Factor

- SATA III 6Gb/s Interface

- Up to 500 MB/s Sequential Read Speed

- Up to 450 MB/s Sequential Write Speed

- Flash Memory: 3D NAND

- 3 Year Limited Warranty"
"https://www.wootware.co.za/sale","AMD 100-100000593WOF Ryzen 5 7600X 5.30GHz 6-Core Zen 4 Socket AM5 Desktop CPU - Cooler Not Included","CPUs","AMD 100-100000593WOF Ryzen 5 7600X 5.30GHz 6-Core Zen 4 Socket AM5 Desktop CPU - Cooler Not Included","In stock with Wootware","R6,699.00","R5,499.00","Bundle Promo: Get R600 off when purchasing 7600X with a compatible motherboard & DDR5 memory kit!

- Offer valid from 28 February 2023, through 01 April 2023, or while supplies last.

- Select products qualify

- Browse all qualifying memory kits

- Browse all qualifying X670 motherboards

- Browse all qualifying B650 motherboards

- Discount will reflect in your shopping cart



View more AMD Ryzen 7000 series bundles on promotion →



- AMD Ryzen 5 7600X 4.70GHz Processor (32MB L3 Cache)

- Up to 5.30GHz Boost Clock

- 6 Cores, 12 Threads

- AMD 5nm Zen 4 Architecture

- TSMC 6nm IO Die

- 384KB L1 Cache

- 6MB L2 Cache

- Integrated Radeon RDNA 2 Graphics

- Supports AMD X670E, X670, B650E, B650 Chipsets

- Dual-Channel DDR5 Memory Architecture Up to 128GB

- Up to DDR5-5200MHz Supported

- PCI Express Version 5.0 Supported

- AMD EXPO Memory Overclocking Profiles

- AMD Precision Boost 2.0 & Precision Boost Overdrive

- AMD StoreMI Technology

- 105W TDP

- Socket AM5 Compatible

- 3 Year Warranty"
"https://www.wootware.co.za/sale","Gigabyte GB-C200G C200 Tempered Glass Black Steel ATX Mid Tower Desktop Chassis","Chassis","Gigabyte GB-C200G C200 Tempered Glass Black Steel ATX Mid Tower Desktop Chassis","In stock with Wootware","R1,499.00","R1,349.00","- Tempered Glass Side Panels

- Mid Tower Form Factor

- Colour: Black

- Supports: ATX, Micro-ATX, Mini-ITX Motherboards

- 2x 3.5""/2.5"" Drive Bays Supported

- 2x 2.5"" Drive Bays Supported

- 2x USB3.0, RGB LED Switch, Reset Button, Mic/Audio Jack

- Radiator Maximum Supported Length: Up To 280mm (Front)

- CPU Cooler Clearance: 165mm

- Maximum GPU Length: 330mm

- 1x 120mm Fan Included

- 3 Year Warranty"
"https://www.wootware.co.za/sale","Super Flower SF-650F14MT(BK) Leadex 650W 80 Plus Silver Certified Fully Modular Black Desktop Power Supply","PSUs","Super Flower SF-650F14MT(BK) Leadex 650W 80 Plus Silver Certified Fully Modular Black Desktop Power Supply","Stock Coming Soon","R2,929.00","R1,449.00","- Maximum Power: 650W

- 100% Fully Modular Cabling Design For Easy Cable Management

- 80 PLUS Silver Certified 87% 90% 87% Efficiency At 20% 50% 100% Rated Load

- Comply With ATX 12V v2.32, SSI EPS 12V v2.92 Specification

- Supports All Intel/AMD Multi-Core CPU & ATX/BTX Compatible Motherboards

- Supports NVIDIA SLI & AMD CrossFireX High Performance Graphic Cards

- Unleaded Green Materials with RoHS/WEEE Compliance

- More than 2,000 times On/Off test

- 3 Year Manufacturer Warranty

- South African 3-prong power-cable included"
"https://www.wootware.co.za/sale","Fractal Design FD-C-MEL2A-03 Meshify 2 Lite Tempered Glass Light Tint Black Steel ATX Mid Tower Desktop Chassis","Chassis","Fractal Design FD-C-MEL2A-03 Meshify 2 Lite Tempered Glass Light Tint Black Steel ATX Mid Tower Desktop Chassis","Stock Coming Soon","R2,999.00","R2,399.00","- Iconic Angular Mesh Design

- Steel Chassis

- Light Tint Tempered Glass

- Mid Tower Form Factor

- Colour: Black

- Supports E-ATX (Up to 285mm Wide), ATX, Micro-ATX, Mini-ITX Motherboards

- 2x Universal 3.5""/2.5"", 2x Dedicated 2.5"" Drive Bays Supported, 4 Positions Total

- 2x USB 3.0 Type-A

- Audio I/O, Power Button, Reset Button

- Radiator Maximum Supported Length: Up To 360mm (Top and Front)

- CPU Cooler Clearance: 185mm

- Maximum GPU Length: Up to 451mm

- Spacious Interior

- Superior Airflow By Design

- 3x Aspect 14 Fans Included

- 2x Universal 3.5""/2.5"" Drive Brackets Included

- 2x Dedicated 2.5"" Drive Brackets Included

- 2 Year Warranty"
"https://www.wootware.co.za/sale","DeepCool DP-MCH4-GMX-GT-ARGB GAMMAXX GT A-RGB 120mm Tower CPU Air Cooler","CPU Coolers","DeepCool DP-MCH4-GMX-GT-ARGB GAMMAXX GT A-RGB 120mm Tower CPU Air Cooler","In stock with Wootware","R799.00","R549.00","- 120mm RGB Tower CPU Air Cooler

- 4x Heatpipe Design with Dense Fin Stack

- DeepCool ARGB Hydro Bearing Fan

- Stylish RGB Heatsink Cover

- Direct Touch Copper Heatpipes

- Fan Speed: 500 - 1650 RPM ±10%

- Fan Static Pressure: Up to 2.1mmH2O

- Case Clearance: 158mm

- RAM Clearance: 59mm

- Aluminium Construction with Nickel Plating

- Colour: Silver

- Intel Socket Support: LGA1700, LGA1200, LGA115x

- AMD Socket Support: Socket AM5, AM4

- 2 Year Warranty"
"https://www.wootware.co.za/sale","XFX Radeon RX 6800 XT Speedster MERC 319 RX-68XTALFD9 16GB GDDR6 256-bit PCI-E 4.0 Desktop Graphics Card","GPUs","XFX Radeon RX 6800 XT Speedster MERC 319 RX-68XTALFD9 16GB GDDR6 256-bit PCI-E 4.0 Desktop Graphics Card","In stock with Wootware","R17,799.00","R12,299.00","- Base Clock: Up to 1825 MHz

- Game Clock: Up to 2015 MHz

- Boost Clock: Up to 2250 MHz

- Stream Processors: 4608

- Infinity Cache: 128MB

- Memory: 16GB GDDR6

- Memory Clock: 16Gbps

- AMD RDNA 2 Architecture

- 7nm GPU

- PCI-E Gen 4.0

- 3x DisplayPort 1.4 with DSC, 1x HDMI 2.1

- Radeon FreeSync Technology

- Radeon VR Ready Premium

- Premium Quality Backplate

- Triple Fan Cooler

- 2 Year Warranty"
"https://www.wootware.co.za/sale","Phanteks PH-CB-CMBO_BK 500mm Black Universal Extension Cable Kit","Other","Phanteks PH-CB-CMBO_BK 500mm Black Universal Extension Cable Kit","Stock Coming Soon","R729.00","R499.00","- Length: 500mm

- Wire AWG: 18AWG, 2.1mm (Rohs)

- Sleeve Tube: PP Material

- Insulation Resistance: 20M ohm @ 200VDC

- Short/Open Determinant: 20K ohm

- 1x Motherboard 24 Pin Extension

- 1x CPU 8 (4+4) Pin Extension

- 2x PCI-E 8 (6+2) Pin Extension

- Pack of Cable Combs"
"https://www.wootware.co.za/sale","Corsair CW-9060058-WW iCUE H100i RGB ELITE 240mm Liquid CPU Cooler","CPU Coolers","Corsair CW-9060058-WW iCUE H100i RGB ELITE 240mm Liquid CPU Cooler","Stock Coming Soon","R2,699.00","R2,499.00","- iCUE H100i RGB ELITE Edition

- Dual 120mm PWM Fans

- 240mm Radiator

- Colour: Black

- Aluminium Radiator

- Refined Pump Head Design And 16 RGB LEDs

- Powerful CORSAIR iCUE Software

- Copper Cold Plate With Pre-Applied Thermal Compound

- Includes 2x Corsair AF Elite Series PWM Fans

- Intel Socket Support: 1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066

- AMD Socket Support: AMD AM5, AM4, sTRX4, sTR4

- 5 Year Warranty"
"https://www.wootware.co.za/sale","EVGA 220-G6-0750-X3 SuperNOVA 750 G6 750W 80 Plus Gold Fully Modular Black Desktop Power Supply","PSUs","EVGA 220-G6-0750-X3 SuperNOVA 750 G6 750W 80 Plus Gold Fully Modular Black Desktop Power Supply","In stock with Wootware","R2,099.00","R1,899.00","- 750W Maximum Power

- Full Range Heavy-Duty Protections 100V~240V

- 80 Plus Gold Certified

- Colour: Black

- 135mm Fluid Dynamic Bearing Fan

- Complies With ATX 12V & EPS 12V Specification

- Long Term Reliability: 100% Japanese Capacitors

- Full-bridge LLC Resonant Converter

- EVGA ECO Intelligent Thermal Control System

- TUV, CB, CE, FCC, RCM, cTUVus, WEEE, RoHS

- Compliance with ErP Lot 3 2014 Requirement

-  Fully Modular Design

- Active Power Factor Correction

- 10 Year Limited Warranty"
"https://www.wootware.co.za/sale","Gigabyte GP-GSM2NE3512GNTD 512GB NVMe M.2 (2280) PCIe 3.0 x4 Solid State Drive","SSDs","Gigabyte GP-GSM2NE3512GNTD 512GB NVMe M.2 (2280) PCIe 3.0 x4 Solid State Drive","In stock with Wootware","R1,266.00","R999.00","- 500GB Storage Capacity

- M.2 2280 Form Factor

- NVMe 1.3 PCIe 3.0 x4 Interface

- Up to 1,700 MB/s Sequential Read Speed

- Up to 1,550 MB/s Sequential Write Speed

- Up to 270,000 Random Read IOPS

- Up to 340,000 Random Write IOPS

- Host Memory Buffer Supported

- TRIM & S.M.A.R.T Support

- NAND Flash Memory

- MTBF: 1,500,000 Hours

- 5 Year Limited Warranty or 800TBW"
"https://www.wootware.co.za/sale","Phanteks PH-EC400ATG_DBK01 Eclipse P400A Digital RGB Tempered Glass Satin Black Steel ATX Mid Tower Desktop Chassis","Chassis","Phanteks PH-EC400ATG_DBK01 Eclipse P400A Digital RGB Tempered Glass Satin Black Steel ATX Mid Tower Desktop Chassis","Stock Coming Soon","R2,379.00","R1,679.00","- ""A vast improvement over the P400"" - Gamers Nexus

- Full-Metal Mesh Front Panel

- Powder Coated Steel Chassis

- Tempered Glass Side Panel

- Ultra-Fine Performance Mesh with Uncompromised Airflow

- Mid-Tower Form Factor

- Supports Mini-ITX to E-ATX (Up to 272mm Wide*) Motherboards

- 2x 3.5"", 2x 2.5"" Drive Bays Supported

- 2x USB 3.0 Type-A Ports

- D-RGB Mode, D-RGB Colour Button

- Separate Power & Reset Buttons

- Separate 3.5mm Headphone & Mic Jacks

- Radiator Clearance: Up to 360mm (Front mount)

- CPU Cooler Clearance: Up to 160mm

- Maximum GPU Length: Up to 420mm

- Includes 2x 3.5"" HDD Brackets

- Includes 2x 2.5"" SSD Brackets

- Includes Phanteks Digital-RGB Controller

- Includes 3x 120mm Digital RGB Phanteks Fans

- Magnetic Dust Cover (Top)

- Colour: Black

- 5 Year Warranty"
"https://www.wootware.co.za/sale","Cooler Master MFX-B8NN-25NPK-R1 SickleFlow 80 80mm 4-Pin PWM Case Fan","Case Fans","Cooler Master MFX-B8NN-25NPK-R1 SickleFlow 80 80mm 4-Pin PWM Case Fan","In stock with Wootware","R149.00","R129.00","- 80mm Diameter

- 4-Pin PWM Connector

- Fan Speed: 650 - 2500 RPM

- Anti-Vibration Rubber Dampers

- Max Airflow: 30 CFM

- Static Pressure: Up to 2.75 mmH2O

- Noise Level: Up to 25 dBA

- Sealed Rifle Bearing Structure

- Enhanced Fan Frame

- New Air Balance Blade Design

- 2 Year Warranty"
"https://www.wootware.co.za/sale","G.Skill F4-3600C18D-32GTZR Trident Z RGB 32GB (2x16GB) DDR4-3600MHz CL18 1.35V Black Desktop Memory","Memory","G.Skill F4-3600C18D-32GTZR Trident Z RGB 32GB (2x16GB) DDR4-3600MHz CL18 1.35V Black Desktop Memory","In stock with Wootware","R2,399.00","R2,179.00","- 32GB (2x16GB)

- DDR4-3600MHz

- 1.35V

- CL18

- 288-pin DIMM

- Intel eXtreme Memory Profile 2.0

- Dual Channel Kit

- Compatible with Intel Z370 and Z390.

- Compatible with AMD X570 (Ryzen 3000 Series CPUs).

- Limited Lifetime Warranty

View the Qualified Vendors List for this product Here"
